pm2_5,date_time,data_source,co,pm10,no_2,level,o3,date,city_name,so_2,AQI 
61,2019-01-20 13:15:55.898000,api,2.1,124,32,良,57,2014-12-16,株洲,28,87
0,2019-01-20 13:15:55.908000,api,0,0,0,无,0,2016-10-18,株洲,0,0
0,2019-01-20 13:15:55.921000,api,0,0,0,无,0,2016-12-20,株洲,0,0
0,2019-01-20 13:15:55.932000,api,0,0,0,无,0,2016-12-21,株洲,0,0
75,2019-01-20 13:15:55.941000,api,1.2,138,65,良,108,2017-11-01,株洲,22,100
0,2019-01-20 13:15:55.955000,api,0,0,0,无,0,2017-03-23,株洲,0,0
0,2019-01-20 13:15:55.966000,api,0,0,0,无,0,2017-02-21,株洲,0,0
0,2019-01-20 13:15:55.984000,api,0,0,0,无,0,2017-06-23,株洲,0,0
94,2019-01-20 13:15:56.013000,api,1.8,141,65,轻度污染,69,2014-11-18,株洲,29,124
21,2019-01-20 13:15:56.029000,api,0.8,34,21,优,73,2014-07-15,株洲,6,37
0,2019-01-20 13:15:56.042000,api,0,0,0,无,0,2017-05-21,株洲,0,0
42,2019-01-20 13:15:56.053000,api,1,95,36,良,53,2016-10-25,株洲,13,73
0,2019-01-20 13:15:56.066000,api,0,0,0,无,0,2016-09-21,株洲,0,0
26,2019-01-20 13:15:56.082000,api,0.5,65,31,良,112,2016-09-24,株洲,8,60
21,2019-01-20 13:15:56.101000,api,0.6,44,20,良,145,2017-06-25,株洲,8,87
0,2019-01-20 13:15:56.119000,api,0,0,0,无,0,2016-11-20,株洲,0,0
16,2019-01-20 13:15:56.135000,api,0.6,43,16,良,113,2017-05-24,株洲,6,60
15,2019-01-20 13:15:56.172000,api,0.5,50,14,良,116,2017-04-26,株洲,10,63
18,2019-01-20 13:15:56.187000,api,0.6,32,19,良,111,2017-03-26,株洲,14,59
0,2019-01-20 13:15:56.200000,api,0,0,0,无,0,2017-01-16,株洲,0,0
18,2019-01-20 13:15:56.215000,api,0.7,25,16,优,92,2017-02-23,株洲,14,46
48,2019-01-20 13:15:56.231000,api,0.9,74,27,良,71,2017-01-27,株洲,42,61
0,2019-01-20 13:15:56.244000,api,0,0,0,无,0,2017-04-23,株洲,0,0
99,2019-01-20 13:15:56.260000,api,1.8,173,63,轻度污染,32,2016-12-25,株洲,42,130
20,2019-01-20 13:15:56.274000,api,0.6,90,16,良,67,2017-12-30,株洲,16,70
45,2019-01-20 13:15:56.311000,api,1.1,120,56,良,59,2017-10-31,株洲,22,86
10,2019-01-20 13:15:56.344000,api,0.5,38,21,优,81,2017-09-28,株洲,4,40
0,2019-01-20 13:15:56.369000,api,0.8,0,13,无,106,2018-04-29,株洲,10,0
50,2019-01-20 13:15:56.398000,api,1.1,91,31,中度污染,248,2017-07-25,株洲,14,183
28,2019-01-20 13:15:56.414000,api,0.8,60,36,良,50,2016-11-24,株洲,30,55
37,2019-01-20 13:15:56.427000,api,0.7,73,20,轻度污染,214,2018-07-31,株洲,12,150
19,2019-01-20 13:15:56.440000,api,0.8,53,17,良,86,2018-01-30,株洲,16,52
30,2019-01-20 13:15:56.467000,api,0.5,48,23,良,129,2017-07-26,株洲,10,74
25,2019-01-20 13:15:56.481000,api,0.5,66,27,良,148,2017-08-30,株洲,8,90
35,2019-01-20 13:15:56.493000,api,0.6,120,50,轻度污染,183,2015-05-13,株洲,33,121
57,2019-01-20 13:15:56.506000,api,1,120,49,良,93,2014-04-05,株洲,35,85
26,2019-01-20 13:15:56.518000,api,0.5,84,29,良,95,2014-04-06,株洲,43,67
43,2019-01-20 13:15:56.527000,api,0.9,84,23,良,79,2014-03-05,株洲,34,67
8,2019-01-20 13:15:56.539000,api,0.5,28,19,优,77,2014-02-05,株洲,8,39
31,2019-01-20 13:15:56.551000,api,0.6,86,28,良,127,2014-10-08,株洲,28,73
42,2019-01-20 13:15:56.573000,api,0.9,93,32,良,138,2014-09-07,株洲,25,82
42,2019-01-20 13:15:56.589000,api,0.9,80,32,良,47,2014-08-08,株洲,23,65
48,2019-01-20 13:15:56.601000,api,0.5,86,35,良,96,2014-07-07,株洲,76,68
75,2019-01-20 13:15:56.614000,api,1,121,39,中度污染,226,2014-06-07,株洲,29,161
35,2019-01-20 13:15:56.659000,api,0.7,84,32,良,66,2014-12-09,株洲,13,67
70,2019-01-20 13:15:56.671000,api,0.9,102,32,良,133,2015-04-14,株洲,27,93
210,2019-01-20 13:15:56.684000,api,2.6,310,98,重度污染,101,2015-01-11,株洲,117,260
108,2019-01-20 13:15:56.697000,api,1.2,168,64,轻度污染,109,2015-03-13,株洲,47,142
69,2019-01-20 13:15:56.713000,api,0.7,114,48,良,85,2014-03-16,株洲,50,92
32,2019-01-20 13:15:56.724000,api,0.4,73,54,良,59,2014-01-06,株洲,41,61
42,2019-01-20 13:15:56.735000,api,0.8,17,50,良,13,2014-02-17,株洲,9,59
76,2019-01-20 13:15:56.747000,api,1.1,135,46,轻度污染,165,2014-05-08,株洲,40,105
98,2019-01-20 13:15:56.761000,api,0.8,120,55,轻度污染,35,2014-01-15,株洲,29,129
117,2019-01-20 13:15:56.772000,api,0.8,186,69,重度污染,290,2015-07-14,株洲,33,205
38,2019-01-20 13:15:56.784000,api,0.6,64,38,良,54,2014-11-08,株洲,14,57
73,2019-01-20 13:15:56.794000,api,2,128,29,轻度污染,199,2014-06-15,株洲,15,135
40,2019-01-20 13:15:56.807000,api,1,68,35,良,106,2014-05-13,株洲,13,59
73,2019-01-20 13:15:56.825000,api,1.5,125,79,轻度污染,191,2014-10-16,株洲,28,128
29,2019-01-20 13:15:56.838000,api,1.2,58,23,良,103,2014-09-24,株洲,15,54
19,2019-01-20 13:15:56.854000,api,1,35,9,优,77,2014-08-15,株洲,5,39
57,2019-01-20 13:15:56.887000,api,1,99,46,良,70,2015-02-13,株洲,30,78
0,2019-01-20 13:15:56.905000,api,0,0,0,无,0,2016-08-18,株洲,0,0
0,2019-01-20 13:15:56.916000,api,0,0,0,无,0,2016-07-21,株洲,0,0
107,2019-01-20 13:15:56.926000,api,1.5,181,38,轻度污染,151,2015-06-15,株洲,24,140
165,2019-01-20 13:15:56.939000,api,1.8,222,86,重度污染,93,2014-04-17,株洲,56,215
0,2019-01-20 13:15:56.951000,api,0,0,0,无,0,2016-06-18,株洲,0,0
26,2019-01-20 13:15:56.961000,api,1,33,22,优,39,2017-10-01,株洲,8,38
21,2019-01-20 13:16:14.805000,api,0.9,45,25,良,103,2017-09-01,株洲,10,53
23,2019-01-20 13:16:14.819000,api,0.9,46,21,良,156,2017-07-01,株洲,11,97
42,2019-01-20 13:16:14.837000,api,0.9,146,35,良,68,2018-02-02,株洲,16,98
39,2019-01-20 13:16:14.845000,api,0.8,117,42,良,71,2018-02-03,株洲,17,84
187,2019-01-20 13:16:14.853000,api,2,315,58,重度污染,24,2018-01-02,株洲,18,237
88,2019-01-20 13:16:14.861000,api,1.2,135,36,轻度污染,87,2017-12-02,株洲,17,117
182,2019-01-20 13:16:14.881000,api,1.8,226,53,重度污染,54,2017-12-03,株洲,17,232
161,2019-01-20 13:16:14.889000,api,2.1,221,54,重度污染,33,2015-01-17,株洲,33,211
160,2019-01-20 13:16:14.896000,api,2.1,224,57,重度污染,44,2015-01-18,株洲,37,210
39,2019-01-20 13:16:14.905000,api,1.9,91,38,良,51,2014-12-17,株洲,19,70
72,2019-01-20 13:16:14.913000,api,1,126,57,良,47,2014-12-18,株洲,39,96
0,2019-01-20 13:16:14.920000,api,0,0,0,无,0,2016-10-19,株洲,0,0
0,2019-01-20 13:16:14.927000,api,0,0,0,无,0,2016-10-20,株洲,0,0
0,2019-01-20 13:16:14.935000,api,0,0,0,无,0,2016-12-22,株洲,0,0
0,2019-01-20 13:16:14.943000,api,0,0,0,无,0,2016-12-23,株洲,0,0
0,2019-01-20 13:16:14.951000,api,1.3,0,62,无,94,2017-11-02,株洲,27,0
75,2019-01-20 13:16:14.960000,api,1.2,139,46,良,110,2017-11-03,株洲,18,100
0,2019-01-20 13:16:14.968000,api,1.1,0,43,无,228,2017-06-01,株洲,12,0
0,2019-01-20 13:16:14.981000,api,0,0,0,无,0,2017-03-24,株洲,0,0
0,2019-01-20 13:16:14.991000,api,0,0,0,无,0,2017-03-25,株洲,0,0
0,2019-01-20 13:16:14.999000,api,0,0,0,无,0,2017-02-22,株洲,0,0
0,2019-01-20 13:16:15.010000,api,0,0,0,无,0,2017-02-23,株洲,0,0
0,2019-01-20 13:16:15.017000,api,0,0,0,无,0,2017-06-24,株洲,0,0
87,2019-01-20 13:16:15.025000,api,1.7,138,64,轻度污染,47,2014-11-19,株洲,24,115
26,2019-01-20 13:16:15.050000,api,0.9,58,24,良,127,2014-07-16,株洲,15,73
28,2019-01-20 13:16:15.060000,api,0.8,51,14,良,101,2014-07-17,株洲,10,51
0,2019-01-20 13:16:15.068000,api,0,0,0,无,0,2017-05-22,株洲,0,0
0,2019-01-20 13:16:15.076000,api,0,0,0,无,0,2017-05-23,株洲,0,0
18,2019-01-20 13:16:15.084000,api,0.4,58,26,良,68,2016-10-26,株洲,11,54
29,2019-01-20 13:16:15.092000,api,0.7,57,30,良,51,2016-10-27,株洲,10,54
0,2019-01-20 13:16:15.100000,api,0,0,0,无,0,2016-09-22,株洲,0,0
0,2019-01-20 13:16:15.108000,api,0,0,0,无,0,2016-09-23,株洲,0,0
63,2019-01-20 13:16:15.116000,api,0.6,115,24,轻度污染,166,2016-09-25,株洲,8,106
62,2019-01-20 13:16:15.124000,api,0.6,117,27,良,146,2016-09-26,株洲,8,89
22,2019-01-20 13:16:15.132000,api,0.6,52,22,轻度污染,164,2017-06-26,株洲,11,103
26,2019-01-20 13:16:15.140000,api,0.7,65,20,轻度污染,214,2017-06-27,株洲,13,149
0,2019-01-20 13:16:15.148000,api,0,0,0,无,0,2016-11-21,株洲,0,0
0,2019-01-20 13:16:15.155000,api,0,0,0,无,0,2016-11-22,株洲,0,0
17,2019-01-20 13:16:15.163000,api,0.6,43,18,良,124,2017-05-25,株洲,7,70
14,2019-01-20 13:16:15.171000,api,0.5,63,12,良,125,2017-04-27,株洲,12,70
22,2019-01-20 13:16:15.189000,api,0.6,66,16,良,110,2017-04-28,株洲,19,58
22,2019-01-20 13:16:15.197000,api,0.6,46,26,良,117,2017-03-27,株洲,16,64
23,2019-01-20 13:16:15.204000,api,0.7,48,27,良,112,2017-03-28,株洲,17,60
0,2019-01-20 13:16:15.212000,api,0,0,0,无,0,2017-01-17,株洲,0,0
0,2019-01-20 13:16:15.220000,api,0,0,0,无,0,2017-01-18,株洲,0,0
18,2019-01-20 13:16:15.228000,api,0.7,29,17,优,89,2017-02-24,株洲,14,44
22,2019-01-20 13:16:15.235000,api,0.9,36,24,优,100,2017-02-25,株洲,24,50
148,2019-01-20 13:16:15.244000,api,1.5,226,38,重度污染,61,2017-01-28,株洲,71,208
17,2019-01-20 13:16:15.252000,api,0.5,54,8,良,81,2017-01-29,株洲,10,53
0,2019-01-20 13:16:15.259000,api,0,0,0,无,0,2017-04-24,株洲,0,0
0,2019-01-20 13:16:15.267000,api,0,0,0,无,0,2017-04-25,株洲,0,0
14,2019-01-20 13:16:15.275000,api,0.4,32,18,优,73,2016-12-26,株洲,18,37
25,2019-01-20 13:16:15.282000,api,0.7,64,27,良,58,2016-12-27,株洲,24,57
16,2019-01-20 13:16:15.290000,api,0.7,48,18,优,64,2017-12-31,株洲,15,48
16,2019-01-20 13:16:15.298000,api,0.5,64,30,良,86,2017-09-29,株洲,6,56
0,2019-01-20 13:16:15.311000,api,0.8,0,15,无,132,2018-04-30,株洲,9,0
0,2019-01-20 13:16:15.332000,api,0,0,0,无,0,2017-07-26,株洲,0,0
0,2019-01-20 13:16:15.341000,api,0,0,0,无,0,2017-07-27,株洲,0,0
46,2019-01-20 13:16:15.349000,api,1.1,95,48,良,40,2016-11-25,株洲,44,73
50,2019-01-20 13:16:15.357000,api,0.8,296,32,中度污染,75,2016-11-26,株洲,28,173
28,2019-01-20 13:16:15.364000,api,0.9,103,24,良,72,2018-01-31,株洲,19,77
28,2019-01-20 13:16:15.374000,api,0.5,59,28,良,115,2017-07-27,株洲,7,62
18,2019-01-20 13:16:15.383000,api,0.4,58,23,良,127,2017-07-28,株洲,16,72
27,2019-01-20 13:16:15.392000,api,0.6,64,24,良,159,2017-08-31,株洲,6,99
45,2019-01-20 13:16:15.412000,api,0.9,118,58,轻度污染,174,2015-05-14,株洲,42,113
30,2019-01-20 13:16:15.421000,api,0.9,76,47,良,98,2015-05-15,株洲,22,63
45,2019-01-20 13:16:15.428000,api,0.5,86,30,良,132,2014-04-07,株洲,28,77
98,2019-01-20 13:16:15.436000,api,1.1,156,52,轻度污染,136,2014-04-08,株洲,47,128
25,2019-01-20 13:16:15.444000,api,0.8,66,23,良,78,2014-03-06,株洲,26,58
23,2019-01-20 13:16:15.452000,api,1.2,65,32,良,86,2014-03-07,株洲,34,58
4,2019-01-20 13:16:15.460000,api,0.4,19,17,优,58,2014-02-06,株洲,8,29
39,2019-01-20 13:16:15.467000,api,0.5,83,30,良,121,2014-10-09,株洲,15,68
50,2019-01-20 13:16:15.485000,api,0.7,108,53,良,127,2014-10-10,株洲,34,79
51,2019-01-20 13:16:15.492000,api,0.9,101,34,良,115,2014-09-08,株洲,33,75
35,2019-01-20 13:16:15.500000,api,0.8,87,27,良,118,2014-09-09,株洲,34,69
22,2019-01-20 13:16:15.507000,api,0.5,52,20,良,36,2014-08-09,株洲,11,51
40,2019-01-20 13:16:15.515000,api,0.6,75,16,良,89,2014-08-10,株洲,11,62
35,2019-01-20 13:16:15.523000,api,0.8,76,34,良,108,2014-07-08,株洲,21,63
31,2019-01-20 13:16:15.531000,api,0.5,68,18,良,57,2014-07-09,株洲,7,59
65,2019-01-20 13:16:15.539000,api,1.2,108,44,良,116,2014-06-08,株洲,34,87
47,2019-01-20 13:16:15.547000,api,1,93,30,良,108,2014-06-09,株洲,33,71
62,2019-01-20 13:16:15.555000,api,0.8,101,41,良,43,2014-12-10,株洲,25,84
106,2019-01-20 13:16:15.563000,api,1,190,36,轻度污染,52,2014-12-11,株洲,19,139
80,2019-01-20 13:16:15.571000,api,0.9,146,73,轻度污染,136,2015-04-15,株洲,47,106
74,2019-01-20 13:16:15.579000,api,1,165,62,轻度污染,92,2015-04-16,株洲,57,108
30,2019-01-20 13:16:15.587000,api,0.5,65,23,良,60,2015-01-12,株洲,16,58
28,2019-01-20 13:16:15.595000,api,0.5,63,34,良,56,2015-01-13,株洲,15,57
140,2019-01-20 13:16:15.603000,api,1.3,200,48,中度污染,86,2015-03-14,株洲,24,185
72,2019-01-20 13:16:15.625000,api,0.9,98,29,良,86,2015-03-15,株洲,20,96
80,2019-01-20 13:16:15.634000,api,0.8,127,60,轻度污染,84,2014-03-17,株洲,72,106
69,2019-01-20 13:16:15.643000,api,0.7,107,40,良,130,2014-03-18,株洲,47,93
51,2019-01-20 13:16:15.652000,api,0.7,82,55,良,38,2014-01-07,株洲,103,70
18,2019-01-20 13:16:15.661000,api,0.7,10,46,优,30,2014-02-18,株洲,6,26
49,2019-01-20 13:16:15.680000,api,0.8,25,38,良,23,2014-02-19,株洲,8,67
47,2019-01-20 13:16:15.688000,api,0.6,69,34,良,123,2014-05-09,株洲,32,69
45,2019-01-20 13:16:15.695000,api,0.3,35,21,良,104,2014-05-10,株洲,7,62
89,2019-01-20 13:16:15.703000,api,0.8,114,59,轻度污染,54,2014-01-16,株洲,29,118
101,2019-01-20 13:16:15.712000,api,1,170,64,轻度污染,21,2014-01-17,株洲,28,133
59,2019-01-20 13:16:15.719000,api,0.6,123,64,良,147,2015-07-15,株洲,45,89
26,2019-01-20 13:16:15.726000,api,0.6,61,32,良,81,2015-07-16,株洲,23,56
61,2019-01-20 13:16:15.735000,api,0.7,113,38,良,68,2014-11-09,株洲,25,83
110,2019-01-20 13:16:15.743000,api,1.2,181,55,轻度污染,83,2014-11-10,株洲,36,144
37,2019-01-20 13:16:15.751000,api,1.6,91,28,轻度污染,168,2014-06-16,株洲,37,107
40,2019-01-20 13:16:15.758000,api,1.3,31,44,良,79,2014-05-14,株洲,7,57
90,2019-01-20 13:16:15.769000,api,1.6,155,71,轻度污染,193,2014-10-17,株洲,33,130
59,2019-01-20 13:16:15.787000,api,1.3,108,36,良,160,2014-09-25,株洲,26,100
35,2019-01-20 13:16:15.797000,api,1.1,57,10,良,71,2014-08-16,株洲,7,54
86,2019-01-20 13:16:15.807000,api,0.9,133,33,轻度污染,147,2015-02-14,株洲,23,113
0,2019-01-20 13:16:15.818000,api,0,0,0,无,0,2016-08-19,株洲,0,0
0,2019-01-20 13:16:15.828000,api,0,0,0,无,0,2016-07-22,株洲,0,0
49,2019-01-20 13:16:15.838000,api,0.9,69,28,良,135,2015-06-16,株洲,6,79
124,2019-01-20 13:16:15.848000,api,1.8,110,38,中度污染,83,2014-04-18,株洲,48,163
0,2019-01-20 13:16:15.858000,api,0,0,0,无,0,2016-06-19,株洲,0,0
0,2019-01-20 13:16:15.868000,api,1.4,0,38,无,158,2017-05-01,株洲,30,0
36,2019-01-20 13:16:42.717000,api,1.1,69,19,良,108,2017-10-02,株洲,11,60
15,2019-01-20 13:16:42.725000,api,1,44,27,优,36,2017-10-03,株洲,11,44
20,2019-01-20 13:16:42.733000,api,0.8,32,20,良,104,2017-09-02,株洲,9,54
20,2019-01-20 13:16:42.742000,api,0.8,30,22,优,100,2017-09-03,株洲,9,50
27,2019-01-20 13:16:42.750000,api,1,60,29,良,155,2017-07-02,株洲,9,96
28,2019-01-20 13:16:42.758000,api,1,58,23,轻度污染,179,2017-07-03,株洲,8,118
51,2019-01-20 13:16:42.766000,api,1,109,38,良,64,2018-02-04,株洲,21,80
58,2019-01-20 13:16:42.774000,api,1.2,116,48,良,68,2018-02-05,株洲,24,83
39,2019-01-20 13:16:42.782000,api,1.1,96,30,良,31,2018-01-03,株洲,14,73
35,2019-01-20 13:16:42.789000,api,0.9,119,22,良,50,2018-01-04,株洲,10,85
220,2019-01-20 13:16:42.796000,api,2.5,299,61,重度污染,76,2017-12-04,株洲,18,270
86,2019-01-20 13:16:42.804000,api,1.5,142,45,轻度污染,71,2017-12-05,株洲,16,114
101,2019-01-20 13:16:42.812000,api,1.9,165,51,轻度污染,46,2015-01-19,株洲,28,133
96,2019-01-20 13:16:42.825000,api,0.8,160,74,轻度污染,8,2014-12-19,株洲,36,126
103,2019-01-20 13:16:42.835000,api,1.4,153,60,轻度污染,40,2014-12-20,株洲,31,135
0,2019-01-20 13:16:42.844000,api,0,0,0,无,0,2016-10-21,株洲,0,0
0,2019-01-20 13:16:42.854000,api,0,0,0,无,0,2016-12-24,株洲,0,0
0,2019-01-20 13:16:42.875000,api,0,0,0,无,0,2016-12-25,株洲,0,0
99,2019-01-20 13:16:42.884000,api,1.4,134,43,轻度污染,132,2017-04-01,株洲,26,130
30,2019-01-20 13:16:42.901000,api,0.9,75,40,良,85,2017-11-04,株洲,21,63
0,2019-01-20 13:16:42.912000,api,0.9,0,35,无,225,2017-06-02,株洲,10,0
0,2019-01-20 13:16:42.923000,api,0,0,0,无,0,2017-03-26,株洲,0,0
35,2019-01-20 13:16:42.933000,api,0.7,70,53,良,42,2017-03-27,株洲,9,67
0,2019-01-20 13:16:42.942000,api,0,0,0,无,0,2017-02-24,株洲,0,0
0,2019-01-20 13:16:42.951000,api,0,0,0,无,0,2017-06-25,株洲,0,0
0,2019-01-20 13:16:42.962000,api,0,0,0,无,0,2017-06-26,株洲,0,0
94,2019-01-20 13:16:42.971000,api,1.8,140,54,轻度污染,82,2014-11-20,株洲,21,123
83,2019-01-20 13:16:42.980000,api,1.8,131,59,轻度污染,81,2014-11-21,株洲,20,110
17,2019-01-20 13:16:42.988000,api,0.7,39,9,优,92,2014-07-18,株洲,7,46
0,2019-01-20 13:16:42.996000,api,0,0,0,无,0,2017-05-24,株洲,0,0
11,2019-01-20 13:16:43.008000,api,0.2,29,14,优,75,2016-10-28,株洲,8,38
22,2019-01-20 13:16:43.018000,api,0.6,64,32,良,58,2016-10-29,株洲,16,57
0,2019-01-20 13:16:43.027000,api,0,0,0,无,0,2016-09-24,株洲,0,0
15,2019-01-20 13:16:43.035000,api,0.2,33,9,优,67,2016-09-27,株洲,5,34
14,2019-01-20 13:16:43.054000,api,0.3,56,24,良,72,2016-09-28,株洲,6,53
36,2019-01-20 13:16:43.063000,api,0.8,74,24,轻度污染,211,2017-06-28,株洲,14,146
36,2019-01-20 13:16:43.071000,api,0.8,58,21,轻度污染,188,2017-06-29,株洲,14,125
0,2019-01-20 13:16:43.080000,api,0,0,0,无,0,2016-11-23,株洲,0,0
20,2019-01-20 13:16:43.089000,api,0.7,62,20,轻度污染,164,2017-05-26,株洲,10,103
34,2019-01-20 13:16:43.102000,api,0.9,112,26,轻度污染,199,2017-05-27,株洲,16,135
22,2019-01-20 13:16:43.111000,api,0.6,72,15,良,122,2017-04-29,株洲,10,68
34,2019-01-20 13:16:43.119000,api,0.6,118,17,良,148,2017-04-30,株洲,12,90
18,2019-01-20 13:16:43.128000,api,0.6,46,26,良,114,2017-03-29,株洲,18,61
14,2019-01-20 13:16:43.136000,api,0.5,38,18,良,105,2017-03-30,株洲,16,54
0,2019-01-20 13:16:43.144000,api,0,0,0,无,0,2017-01-19,株洲,0,0
0,2019-01-20 13:16:43.152000,api,0,0,0,无,0,2017-01-20,株洲,0,0
24,2019-01-20 13:16:43.160000,api,0.9,36,22,优,87,2017-02-26,株洲,18,43
19,2019-01-20 13:16:43.168000,api,0.9,45,22,优,90,2017-02-27,株洲,20,47
25,2019-01-20 13:16:43.177000,api,0.8,35,22,优,72,2017-01-30,株洲,25,41
0,2019-01-20 13:16:43.185000,api,0,0,0,无,0,2017-04-26,株洲,0,0
0,2019-01-20 13:16:43.204000,api,0,0,0,无,0,2017-04-27,株洲,0,0
17,2019-01-20 13:16:43.212000,api,0.5,42,17,优,71,2016-12-28,株洲,16,42
38,2019-01-20 13:16:43.220000,api,0.7,116,34,轻度污染,177,2017-09-30,株洲,11,115
0,2019-01-20 13:16:43.233000,api,0,0,0,无,0,2017-07-28,株洲,0,0
0,2019-01-20 13:16:43.245000,api,0,0,0,无,0,2017-07-29,株洲,0,0
18,2019-01-20 13:16:43.253000,api,0.5,44,21,优,74,2016-11-27,株洲,20,44
30,2019-01-20 13:16:43.263000,api,1,75,39,良,53,2016-11-28,株洲,35,63
21,2019-01-20 13:16:43.272000,api,0.3,58,20,良,152,2017-07-29,株洲,12,93
27,2019-01-20 13:16:43.280000,api,0.3,71,22,轻度污染,177,2017-07-30,株洲,10,115
33,2019-01-20 13:16:43.288000,api,0.7,96,30,良,135,2015-05-16,株洲,29,79
105,2019-01-20 13:16:43.300000,api,1.3,147,53,轻度污染,188,2014-04-09,株洲,56,137
80,2019-01-20 13:16:43.309000,api,0.7,114,53,轻度污染,197,2014-04-10,株洲,50,134
44,2019-01-20 13:16:43.317000,api,0.9,89,36,良,78,2014-03-08,株洲,33,69
97,2019-01-20 13:16:43.325000,api,1.4,154,56,轻度污染,101,2014-03-09,株洲,50,128
19,2019-01-20 13:16:43.334000,api,0.6,36,11,优,62,2014-02-07,株洲,5,36
50,2019-01-20 13:16:43.342000,api,0.7,72,13,良,75,2014-02-08,株洲,14,68
60,2019-01-20 13:16:43.350000,api,0.8,130,53,良,94,2014-10-11,株洲,29,90
50,2019-01-20 13:16:43.358000,api,0.7,97,32,良,59,2014-09-10,株洲,15,74
20,2019-01-20 13:16:43.376000,api,0.5,73,21,良,111,2014-09-11,株洲,15,62
43,2019-01-20 13:16:43.384000,api,0.8,90,24,良,112,2014-08-11,株洲,16,70
45,2019-01-20 13:16:43.392000,api,0.7,99,34,良,103,2014-08-12,株洲,33,75
65,2019-01-20 13:16:43.400000,api,0.9,119,36,良,124,2014-07-10,株洲,13,87
134,2019-01-20 13:16:43.408000,api,1.6,230,61,中度污染,131,2014-07-11,株洲,27,177
38,2019-01-20 13:16:43.416000,api,0.8,71,27,良,107,2014-06-10,株洲,17,61
53,2019-01-20 13:16:43.424000,api,0.9,82,27,良,111,2014-06-11,株洲,21,72
75,2019-01-20 13:16:43.432000,api,0.9,161,50,轻度污染,44,2014-12-12,株洲,43,106
77,2019-01-20 13:16:43.442000,api,1.2,159,60,轻度污染,47,2014-12-13,株洲,53,104
43,2019-01-20 13:16:43.450000,api,0.6,214,53,轻度污染,84,2015-04-17,株洲,47,132
92,2019-01-20 13:16:43.458000,api,0.9,180,60,轻度污染,184,2015-04-18,株洲,52,122
53,2019-01-20 13:16:43.468000,api,0.7,69,29,良,40,2015-01-14,株洲,8,73
88,2019-01-20 13:16:43.477000,api,0.9,117,38,轻度污染,34,2015-01-15,株洲,21,116
58,2019-01-20 13:16:43.485000,api,0.9,82,45,良,79,2015-03-16,株洲,23,79
70,2019-01-20 13:16:43.494000,api,1.1,109,45,良,30,2015-03-17,株洲,26,93
161,2019-01-20 13:16:43.502000,api,0.8,160,59,重度污染,120,2014-03-19,株洲,40,211
410,2019-01-20 13:16:43.542000,api,0.4,28,16,严重污染,79,2014-01-08,株洲,8,440
40,2019-01-20 13:16:43.552000,api,0.6,72,30,良,61,2014-01-09,株洲,18,61
59,2019-01-20 13:16:43.561000,api,0.7,56,33,良,39,2014-02-20,株洲,14,80
109,2019-01-20 13:16:43.570000,api,0.9,138,56,轻度污染,54,2014-02-21,株洲,33,142
38,2019-01-20 13:16:43.579000,api,0.5,48,22,良,68,2014-05-11,株洲,15,53
79,2019-01-20 13:16:43.588000,api,1.4,118,40,轻度污染,175,2014-05-12,株洲,54,114
183,2019-01-20 13:16:43.597000,api,1.3,205,55,重度污染,16,2014-01-18,株洲,30,233
169,2019-01-20 13:16:43.616000,api,1.2,207,52,重度污染,27,2014-01-19,株洲,29,219
33,2019-01-20 13:16:43.625000,api,0.8,66,37,良,40,2015-07-17,株洲,17,58
116,2019-01-20 13:16:43.652000,api,1.4,193,72,中度污染,83,2014-11-11,株洲,53,152
37,2019-01-20 13:16:43.673000,api,1.3,44,23,良,59,2014-06-17,株洲,2,52
68,2019-01-20 13:16:43.682000,api,1.3,122,37,轻度污染,195,2014-05-15,株洲,16,132
72,2019-01-20 13:16:43.692000,api,1.5,131,49,轻度污染,162,2014-10-18,株洲,25,102
58,2019-01-20 13:16:43.705000,api,1,102,26,良,146,2014-09-26,株洲,20,88
28,2019-01-20 13:16:43.721000,api,1.1,48,9,优,69,2014-08-17,株洲,6,48
80,2019-01-20 13:16:43.731000,api,1.2,113,34,轻度污染,109,2015-02-15,株洲,20,106
0,2019-01-20 13:16:43.741000,api,0,0,0,无,0,2016-08-20,株洲,0,0
0,2019-01-20 13:16:43.751000,api,0,0,0,无,0,2016-08-21,株洲,0,0
0,2019-01-20 13:16:43.760000,api,0,0,0,无,0,2016-07-23,株洲,0,0
0,2019-01-20 13:16:43.781000,api,0,0,0,无,0,2016-07-24,株洲,0,0
35,2019-01-20 13:16:43.789000,api,0.9,36,40,优,89,2015-06-17,株洲,11,50
28,2019-01-20 13:16:43.797000,api,0.6,48,29,优,59,2015-06-18,株洲,14,48
68,2019-01-20 13:16:43.806000,api,1.7,42,35,良,78,2014-04-19,株洲,16,91
0,2019-01-20 13:16:43.814000,api,0,0,0,无,0,2016-06-20,株洲,0,0
0,2019-01-20 13:16:43.825000,api,0,0,0,无,0,2016-06-21,株洲,0,0
40,2019-01-20 13:16:43.833000,api,1,140,28,良,87,2017-03-01,株洲,21,95
38,2019-01-20 13:17:19.972000,api,1,105,21,良,155,2017-05-02,株洲,18,96
31,2019-01-20 13:17:19.980000,api,0.9,42,16,优,70,2017-05-03,株洲,13,45
14,2019-01-20 13:17:19.988000,api,0.7,19,18,优,60,2017-10-04,株洲,9,30
