pm2_5,date_time,data_source,co,pm10,no_2,level,o3,date,city_name,so_2,AQI 
18,2019-01-20 10:51:55.530000,api,0.9,34,24,优,82,2018-07-03,株洲,8,41
30,2019-01-20 10:51:55.536000,api,1,56,44,良,14,2019-01-06,株洲,5,55
37,2019-01-20 10:51:55.542000,api,1,73,44,良,66,2019-01-07,株洲,6,62
52,2019-01-20 10:51:55.547000,api,1,83,41,良,64,2018-12-06,株洲,10,72
17,2019-01-20 10:51:55.554000,api,0.6,38,26,优,42,2018-12-07,株洲,4,38
29,2019-01-20 10:51:55.560000,api,0.9,60,30,良,108,2018-11-06,株洲,7,57
34,2019-01-20 10:51:55.565000,api,0.9,66,28,良,114,2018-11-07,株洲,10,62
38,2019-01-20 10:51:55.573000,api,0.6,63,26,轻度污染,172,2018-10-06,株洲,10,111
41,2019-01-20 10:51:55.578000,api,0.6,76,24,轻度污染,179,2018-10-07,株洲,10,118
34,2019-01-20 10:51:55.584000,api,0.6,53,23,良,108,2018-09-06,株洲,9,57
16,2019-01-20 10:51:55.590000,api,0.6,30,14,良,115,2018-08-05,株洲,6,63
40,2019-01-20 10:51:55.605000,api,0.9,70,20,轻度污染,182,2018-08-06,株洲,8,120
47,2019-01-20 10:51:55.611000,api,0.7,124,28,中度污染,221,2018-06-06,株洲,13,156
55,2019-01-20 10:51:55.617000,api,0.9,142,34,中度污染,246,2018-06-07,株洲,11,181
45,2019-01-20 10:51:55.623000,api,0.7,73,23,良,104,2018-05-06,株洲,11,63
59,2019-01-20 10:51:55.629000,api,0.7,112,28,良,158,2018-05-07,株洲,18,99
48,2019-01-20 10:51:55.635000,api,0.6,130,21,良,102,2018-04-06,株洲,21,90
25,2019-01-20 10:51:55.642000,api,0.5,97,24,良,113,2018-04-07,株洲,32,74
35,2019-01-20 10:51:55.647000,api,0.7,69,26,良,98,2018-03-05,株洲,17,60
34,2019-01-20 10:51:55.652000,api,0.8,80,29,良,85,2018-03-06,株洲,19,65
42,2019-01-20 10:51:55.659000,api,0.8,87,30,良,74,2018-02-06,株洲,22,69
56,2019-01-20 10:51:55.664000,api,0.8,125,30,良,78,2018-02-07,株洲,23,88
132,2019-01-20 10:51:55.671000,api,1.5,194,64,中度污染,65,2018-01-06,株洲,56,175
134,2019-01-20 10:51:55.677000,api,1.5,175,52,中度污染,33,2018-01-07,株洲,34,178
43,2019-01-20 10:51:55.682000,api,0.5,116,37,良,118,2018-10-08,株洲,19,83
60,2019-01-20 10:51:55.688000,api,0.6,143,38,良,124,2018-10-09,株洲,15,97
11,2019-01-20 10:51:55.694000,api,0.3,52,20,良,121,2018-09-07,株洲,10,68
21,2019-01-20 10:51:55.709000,api,0.5,61,31,良,136,2018-09-08,株洲,9,80
43,2019-01-20 10:51:55.715000,api,0.6,81,27,中度污染,220,2018-08-08,株洲,13,155
44,2019-01-20 10:51:55.721000,api,0.7,82,30,轻度污染,202,2018-08-09,株洲,23,139
29,2019-01-20 10:51:55.726000,api,0.4,57,13,良,87,2016-08-10,株洲,21,54
30,2019-01-20 10:51:55.732000,api,0.4,62,14,良,95,2016-08-11,株洲,23,56
100,2019-01-20 10:51:55.739000,api,1.1,193,44,轻度污染,129,2017-03-04,株洲,42,128
147,2019-01-20 10:51:55.746000,api,1.2,257,43,重度污染,103,2017-03-05,株洲,43,202
33,2019-01-20 10:51:55.753000,api,0.4,59,12,良,92,2016-07-10,株洲,18,55
34,2019-01-20 10:51:55.759000,api,0.5,64,13,良,63,2016-07-11,株洲,18,57
58,2019-01-20 10:51:55.765000,api,0.6,116,21,轻度污染,162,2016-06-10,株洲,17,102
88,2019-01-20 10:51:55.780000,api,0.9,167,28,轻度污染,167,2016-06-11,株洲,26,117
34,2019-01-20 10:51:55.786000,api,0.9,62,26,良,102,2018-04-21,株洲,6,56
29,2019-01-20 10:51:55.792000,api,0.9,42,15,优,70,2018-04-22,株洲,4,42
36,2019-01-20 10:51:55.797000,api,1.1,54,14,良,105,2017-07-19,株洲,4,55
26,2019-01-20 10:51:55.803000,api,1,41,9,良,141,2017-07-20,株洲,4,85
157,2019-01-20 10:51:55.810000,api,1.4,257,65,中度污染,0,2017-12-06,株洲,41,179
131,2019-01-20 10:51:55.816000,api,1.9,226,53,重度污染,0,2017-12-07,株洲,36,228
145,2019-01-20 10:51:55.822000,api,1.2,196,69,中度污染,35,2013-12-26,株洲,68,193
98,2019-01-20 10:51:55.826000,api,0.9,145,49,轻度污染,39,2013-12-27,株洲,42,129
52,2019-01-20 10:51:55.833000,api,1.4,70,17,轻度污染,181,2018-07-26,株洲,7,120
34,2019-01-20 10:51:55.839000,api,1,53,18,良,158,2018-06-27,株洲,8,99
37,2019-01-20 10:51:55.855000,api,1,51,16,轻度污染,165,2018-06-28,株洲,6,105
182,2019-01-20 10:51:55.861000,api,1.7,236,69,重度污染,59,2014-01-25,株洲,72,232
268,2019-01-20 10:51:55.866000,api,2.1,326,72,严重污染,43,2014-01-26,株洲,83,318
22,2019-01-20 10:51:55.873000,api,0.5,52,14,良,113,2018-07-07,株洲,9,61
17,2019-01-20 10:51:55.878000,api,0.5,42,13,优,62,2018-07-08,株洲,10,42
79,2019-01-20 10:51:55.884000,api,0.8,147,30,轻度污染,193,2016-05-10,株洲,38,130
83,2019-01-20 10:51:55.890000,api,0.8,156,24,轻度污染,154,2016-05-11,株洲,35,110
46,2019-01-20 10:51:55.896000,api,1.8,72,34,良,75,2017-11-21,株洲,15,64
38,2019-01-20 10:51:55.902000,api,1.4,144,20,良,65,2017-11-22,株洲,8,97
84,2019-01-20 10:51:55.908000,api,1.2,140,71,轻度污染,47,2014-04-29,株洲,70,112
79,2019-01-20 10:51:55.913000,api,1.3,123,59,轻度污染,89,2014-04-30,株洲,55,105
18,2019-01-20 10:51:55.920000,api,0.4,40,8,良,106,2017-10-22,株洲,6,55
16,2019-01-20 10:51:55.926000,api,0.4,36,8,良,106,2017-10-23,株洲,6,55
35,2019-01-20 10:51:55.931000,api,1,55,34,良,62,2014-03-28,株洲,24,53
42,2019-01-20 10:51:55.938000,api,0.9,73,39,良,112,2014-03-29,株洲,52,61
27,2019-01-20 10:51:55.944000,api,0.6,57,26,良,142,2018-05-26,株洲,9,85
84,2019-01-20 10:51:55.951000,api,1,104,24,轻度污染,210,2018-03-25,株洲,14,146
60,2019-01-20 10:51:55.966000,api,0.9,94,30,轻度污染,182,2018-03-26,株洲,11,120
57,2019-01-20 10:51:55.972000,api,0.8,83,24,良,153,2014-08-29,株洲,20,94
25,2019-01-20 10:51:55.978000,api,0.7,43,19,良,107,2014-08-30,株洲,16,56
41,2019-01-20 10:51:55.984000,api,1,60,17,良,101,2014-07-28,株洲,10,57
27,2019-01-20 10:51:55.990000,api,0.6,42,16,良,104,2014-07-29,株洲,14,53
231,2019-01-20 10:51:55.996000,api,4.9,335,57,重度污染,0,2013-01-29,株洲,61,281
28,2019-01-20 10:51:56.002000,api,0.9,45,14,良,134,2017-06-20,株洲,8,79
55,2019-01-20 10:51:56.019000,api,1,70,19,良,140,2017-06-21,株洲,10,84
22,2019-01-20 10:51:56.025000,api,0.6,35,18,良,140,2017-05-20,株洲,10,84
28,2019-01-20 10:51:56.031000,api,0.6,40,18,良,108,2017-05-21,株洲,10,57
26,2019-01-20 10:51:56.037000,api,0.7,61,14,轻度污染,167,2017-09-22,株洲,7,107
10,2019-01-20 10:51:56.043000,api,0.5,20,9,优,87,2017-08-20,株洲,4,44
16,2019-01-20 10:51:56.059000,api,0.6,27,14,优,80,2017-08-21,株洲,4,40
44,2019-01-20 10:51:56.064000,api,2.3,62,19,良,114,2018-02-21,株洲,14,62
104,2019-01-20 10:51:56.071000,api,2.8,120,26,轻度污染,98,2018-02-22,株洲,12,137
16,2019-01-20 10:51:56.077000,api,1.2,29,14,优,72,2018-01-23,株洲,8,36
12,2019-01-20 10:51:56.082000,api,1,28,14,优,68,2018-01-24,株洲,8,34
27,2019-01-20 10:51:56.088000,api,1.4,49,20,优,69,2017-12-24,株洲,14,49
60,2019-01-20 10:51:56.093000,api,1,112,42,良,118,2018-01-01,株洲,15,82
22,2019-01-20 10:52:05.017000,api,0.6,36,22,优,0,2017-12-01,株洲,8,40
38,2019-01-20 10:52:05.041000,api,0.7,86,40,良,132,2017-11-01,株洲,16,76
72,2019-01-20 10:52:05.054000,api,0.8,121,19,良,135,2016-04-01,株洲,41,97
78,2019-01-20 10:52:05.069000,api,0.7,133,33,轻度污染,103,2016-03-01,株洲,43,104
108,2019-01-20 10:52:05.082000,api,1,154,35,轻度污染,75,2016-02-01,株洲,70,142
26,2019-01-20 10:52:05.095000,api,0.6,50,18,轻度污染,195,2018-06-02,株洲,8,132
41,2019-01-20 10:52:05.103000,api,0.9,72,16,中度污染,216,2018-06-03,株洲,8,151
30,2019-01-20 10:52:05.110000,api,0.8,56,22,良,111,2018-05-02,株洲,6,60
32,2019-01-20 10:52:05.117000,api,0.9,54,28,良,122,2018-05-03,株洲,6,69
56,2019-01-20 10:52:05.123000,api,0.8,114,29,良,149,2018-04-02,株洲,14,91
56,2019-01-20 10:52:05.138000,api,0.8,108,30,良,138,2018-04-03,株洲,10,82
107,2019-01-20 10:52:05.144000,api,1,164,27,轻度污染,53,2017-02-04,株洲,24,137
128,2019-01-20 10:52:05.152000,api,1.2,196,31,中度污染,101,2017-02-05,株洲,48,167
211,2019-01-20 10:52:05.158000,api,2.5,317,71,重度污染,65,2017-01-03,株洲,37,261
229,2019-01-20 10:52:05.164000,api,2.3,341,59,重度污染,88,2017-01-04,株洲,38,279
115,2019-01-20 10:52:05.170000,api,1,197,48,轻度污染,61,2016-12-03,株洲,48,150
159,2019-01-20 10:52:05.186000,api,1.4,273,67,重度污染,62,2016-12-04,株洲,72,209
81,2019-01-20 10:52:05.191000,api,1,153,40,轻度污染,65,2016-11-03,株洲,32,108
68,2019-01-20 10:52:05.197000,api,1,135,39,良,77,2016-11-04,株洲,37,93
58,2019-01-20 10:52:05.203000,api,0.8,119,23,良,118,2016-10-04,株洲,23,85
73,2019-01-20 10:52:05.208000,api,0.9,146,27,良,90,2016-10-05,株洲,25,98
158,2019-01-20 10:52:05.215000,api,1.3,203,49,重度污染,91,2016-01-01,株洲,53,208
88,2019-01-20 10:52:05.228000,api,1.2,175,45,轻度污染,193,2016-09-04,株洲,42,130
83,2019-01-20 10:52:05.236000,api,1,164,38,轻度污染,208,2016-09-05,株洲,33,144
75,2019-01-20 10:52:05.242000,api,0.7,145,48,良,98,2017-11-06,株洲,27,97
144,2019-01-20 10:52:05.247000,api,1.4,249,63,中度污染,102,2017-11-07,株洲,39,190
60,2019-01-20 10:52:05.254000,api,0.9,113,29,良,130,2017-10-06,株洲,28,80
10,2019-01-20 10:52:05.262000,api,0.5,31,11,优,78,2017-09-05,株洲,13,39
21,2019-01-20 10:52:05.283000,api,0.5,44,17,优,88,2017-09-06,株洲,13,44
64,2019-01-20 10:52:05.290000,api,1,131,19,轻度污染,200,2017-08-06,株洲,31,136
41,2019-01-20 10:52:05.296000,api,0.6,82,13,轻度污染,175,2017-08-07,株洲,27,113
51,2019-01-20 10:52:05.303000,api,0.7,117,20,良,149,2017-07-05,株洲,32,90
36,2019-01-20 10:52:05.308000,api,0.6,82,16,良,53,2017-07-06,株洲,27,66
21,2019-01-20 10:52:05.314000,api,0.5,43,11,优,81,2017-06-06,株洲,11,42
31,2019-01-20 10:52:05.320000,api,0.8,53,33,良,44,2018-02-02,株洲,10,52
25,2019-01-20 10:52:05.336000,api,0.6,42,20,优,61,2018-02-03,株洲,5,42
0,2019-01-20 10:52:05.341000,api,0.7,0,21,严重污染,148,2017-05-06,株洲,32,494
0,2019-01-20 10:52:05.347000,api,0.7,0,24,中度污染,158,2017-05-07,株洲,38,195
120,2019-01-20 10:52:05.353000,api,1.2,186,27,中度污染,145,2017-04-06,株洲,25,157
109,2019-01-20 10:52:05.358000,api,1,168,22,轻度污染,169,2017-04-07,株洲,22,142
34,2019-01-20 10:52:05.366000,api,0.5,87,35,良,46,2018-12-08,株洲,15,69
56,2019-01-20 10:52:05.373000,api,0.9,116,48,良,45,2018-12-09,株洲,23,83
40,2019-01-20 10:52:05.379000,api,0.5,56,27,良,47,2018-11-08,株洲,10,57
55,2019-01-20 10:52:05.384000,api,0.9,98,41,良,58,2018-11-09,株洲,15,75
20,2019-01-20 10:52:05.391000,api,0.9,36,26,优,89,2018-07-04,株洲,7,45
19,2019-01-20 10:52:05.397000,api,0.7,40,21,优,92,2018-07-05,株洲,7,46
40,2019-01-20 10:52:05.403000,api,1,84,51,良,38,2019-01-08,株洲,8,67
20,2019-01-20 10:52:05.409000,api,0.7,50,32,优,84,2019-01-09,株洲,4,50
14,2019-01-20 10:52:05.415000,api,0.6,28,21,优,40,2018-12-08,株洲,5,28
16,2019-01-20 10:52:05.421000,api,0.6,31,26,优,34,2018-12-09,株洲,6,33
28,2019-01-20 10:52:05.427000,api,0.6,56,24,良,91,2018-11-08,株洲,6,53
32,2019-01-20 10:52:05.434000,api,0.9,60,34,良,66,2018-11-09,株洲,12,55
40,2019-01-20 10:52:05.439000,api,0.6,76,24,轻度污染,164,2018-10-08,株洲,10,104
46,2019-01-20 10:52:05.445000,api,0.6,75,24,轻度污染,166,2018-10-09,株洲,9,106
24,2019-01-20 10:52:05.450000,api,0.6,40,26,优,99,2018-09-07,株洲,7,50
20,2019-01-20 10:52:05.465000,api,0.7,26,22,优,82,2018-09-08,株洲,4,41
37,2019-01-20 10:52:05.471000,api,0.9,66,20,轻度污染,164,2018-08-07,株洲,9,104
28,2019-01-20 10:52:05.477000,api,0.6,50,16,良,144,2018-08-08,株洲,6,87
55,2019-01-20 10:52:05.483000,api,1,152,29,中度污染,236,2018-06-08,株洲,15,171
26,2019-01-20 10:52:05.488000,api,0.5,70,20,良,138,2018-06-09,株洲,9,82
59,2019-01-20 10:52:05.493000,api,0.7,134,36,轻度污染,170,2018-05-08,株洲,22,110
43,2019-01-20 10:52:05.500000,api,0,118,36,无,0,2018-05-09,株洲,22,0
41,2019-01-20 10:52:05.506000,api,0.5,148,33,良,121,2018-04-08,株洲,29,99
45,2019-01-20 10:52:05.511000,api,0.5,143,26,良,134,2018-04-09,株洲,25,97
50,2019-01-20 10:52:05.516000,api,0.9,97,33,良,77,2018-03-07,株洲,18,74
72,2019-01-20 10:52:05.522000,api,1,117,34,良,105,2018-03-08,株洲,20,97
56,2019-01-20 10:52:05.528000,api,0.9,120,38,良,87,2018-02-08,株洲,22,85
126,2019-01-20 10:52:05.534000,api,1.3,213,63,中度污染,62,2018-02-09,株洲,40,166
98,2019-01-20 10:52:05.540000,api,1,154,30,轻度污染,77,2018-01-08,株洲,28,129
45,2019-01-20 10:52:05.547000,api,0.8,100,38,良,66,2018-01-09,株洲,30,75
28,2019-01-20 10:52:05.552000,api,0.5,93,41,良,93,2018-10-10,株洲,29,72
34,2019-01-20 10:52:05.557000,api,0.5,87,30,轻度污染,168,2018-09-09,株洲,11,108
22,2019-01-20 10:52:05.572000,api,0.5,64,27,良,152,2018-09-10,株洲,10,94
50,2019-01-20 10:52:05.577000,api,0.9,93,25,轻度污染,211,2018-08-10,株洲,16,147
29,2019-01-20 10:52:05.584000,api,0.5,64,20,轻度污染,186,2018-08-11,株洲,16,124
41,2019-01-20 10:52:05.590000,api,0.6,76,18,良,126,2016-08-12,株洲,24,72
45,2019-01-20 10:52:05.595000,api,0.6,94,18,良,128,2016-08-13,株洲,20,74
50,2019-01-20 10:52:05.601000,api,0.8,115,30,良,105,2017-03-06,株洲,40,82
41,2019-01-20 10:52:05.607000,api,0.8,101,25,良,98,2017-03-07,株洲,48,75
41,2019-01-20 10:52:05.613000,api,0.5,79,15,良,97,2016-07-12,株洲,16,65
32,2019-01-20 10:52:05.619000,api,0.6,65,12,良,103,2016-07-13,株洲,14,58
59,2019-01-20 10:52:05.624000,api,0.9,106,29,良,129,2016-06-12,株洲,21,80
73,2019-01-20 10:52:05.631000,api,0.7,135,23,良,154,2016-06-13,株洲,27,98
18,2019-01-20 10:52:05.637000,api,1,26,12,优,99,2018-04-23,株洲,8,50
26,2019-01-20 10:52:05.643000,api,0.9,52,27,良,97,2018-04-24,株洲,8,51
16,2019-01-20 10:52:05.648000,api,1,36,12,优,88,2017-07-21,株洲,5,44
30,2019-01-20 10:52:05.654000,api,1,50,12,优,100,2017-07-22,株洲,8,50
47,2019-01-20 10:52:05.659000,api,0.7,109,43,良,0,2017-12-08,株洲,41,63
76,2019-01-20 10:52:05.665000,api,0.8,114,61,轻度污染,28,2013-12-28,株洲,70,102
119,2019-01-20 10:52:05.680000,api,1.3,162,74,中度污染,41,2013-12-29,株洲,73,155
40,2019-01-20 10:52:05.686000,api,1,67,30,良,98,2018-07-27,株洲,8,59
41,2019-01-20 10:52:05.692000,api,0.9,68,23,良,86,2018-07-28,株洲,9,59
20,2019-01-20 10:52:05.699000,api,0.9,34,16,良,136,2018-06-29,株洲,10,80
29,2019-01-20 10:52:05.704000,api,0.9,48,20,良,125,2018-06-30,株洲,12,71
306,2019-01-20 10:52:05.709000,api,2.7,363,75,严重污染,73,2014-01-27,株洲,56,356
265,2019-01-20 10:52:05.716000,api,1.9,313,61,严重污染,44,2014-01-28,株洲,60,315
12,2019-01-20 10:52:05.722000,api,0.6,25,16,优,56,2018-07-09,株洲,6,28
21,2019-01-20 10:52:05.727000,api,0.6,39,18,优,66,2018-07-10,株洲,9,41
40,2019-01-20 10:52:05.733000,api,0.5,110,20,良,122,2016-05-12,株洲,28,80
21,2019-01-20 10:52:05.739000,api,0.3,86,12,良,110,2016-05-13,株洲,18,68
12,2019-01-20 10:52:05.745000,api,1.4,28,14,优,63,2017-11-23,株洲,10,35
12,2019-01-20 10:52:05.751000,api,1.4,26,14,优,60,2017-11-24,株洲,8,35
29,2019-01-20 10:52:05.757000,api,1,52,22,良,107,2017-10-24,株洲,12,56
63,2019-01-20 10:52:05.766000,api,1.4,92,30,良,122,2017-10-25,株洲,14,85
70,2019-01-20 10:52:05.772000,api,0.9,101,40,良,66,2014-03-30,株洲,34,94
57,2019-01-20 10:52:05.788000,api,0.8,89,30,良,85,2014-03-31,株洲,26,78
51,2019-01-20 10:52:05.794000,api,1.2,126,27,轻度污染,164,2018-05-27,株洲,9,104
64,2019-01-20 10:52:05.799000,api,1,138,22,轻度污染,186,2018-05-28,株洲,7,124
69,2019-01-20 10:52:05.805000,api,0.9,97,22,轻度污染,208,2018-03-27,株洲,10,144
47,2019-01-20 10:52:05.811000,api,0.9,80,30,良,144,2018-03-28,株洲,9,87
37,2019-01-20 10:52:05.817000,api,1,60,22,良,99,2014-08-31,株洲,26,55
30,2019-01-20 10:52:05.823000,api,0.7,51,18,良,124,2014-07-30,株洲,21,70
44,2019-01-20 10:52:05.832000,api,0.8,73,23,良,153,2014-07-31,株洲,20,94
198,2019-01-20 10:52:05.838000,api,5.3,306,60,重度污染,0,2013-01-30,株洲,70,248
30,2019-01-20 10:52:05.844000,api,0.9,40,14,良,125,2017-06-22,株洲,9,71
22,2019-01-20 10:52:05.859000,api,0.9,32,16,优,79,2017-06-23,株洲,8,40
27,2019-01-20 10:52:05.864000,api,0.7,41,17,良,113,2017-05-22,株洲,11,61
12,2019-01-20 10:52:05.871000,api,0.6,20,13,良,106,2017-05-23,株洲,10,55
24,2019-01-20 10:52:05.876000,api,0.7,74,23,良,146,2017-09-23,株洲,8,89
42,2019-01-20 10:52:05.882000,api,1,69,17,轻度污染,196,2017-09-24,株洲,7,133
13,2019-01-20 10:52:05.888000,api,0.6,24,10,优,86,2017-08-22,株洲,3,43
11,2019-01-20 10:52:05.894000,api,0.5,22,10,优,45,2017-08-23,株洲,2,23
70,2019-01-20 10:52:05.900000,api,2.3,110,24,良,114,2018-02-23,株洲,22,94
17,2019-01-20 10:52:05.906000,api,1.7,38,10,优,81,2018-02-24,株洲,8,41
20,2019-01-20 10:52:05.911000,api,1.4,34,19,优,73,2018-01-25,株洲,10,37
9,2019-01-20 10:52:05.926000,api,1,26,8,优,72,2018-01-26,株洲,7,36
29,2019-01-20 10:52:05.932000,api,1.5,49,24,优,54,2017-12-25,株洲,18,49
19,2019-01-20 10:52:05.938000,api,1.4,36,16,优,60,2017-12-26,株洲,12,36
191,2019-01-20 10:52:05.943000,api,2,269,74,重度污染,24,2015-12-01,株洲,54,241
56,2019-01-20 10:52:05.955000,api,1.2,113,58,良,107,2018-01-02,株洲,18,82
24,2019-01-20 10:52:23.730000,api,0.6,43,24,优,0,2017-12-02,株洲,10,36
44,2019-01-20 10:52:23.752000,api,0.8,99,40,良,150,2017-11-02,株洲,16,91
111,2019-01-20 10:52:23.768000,api,0.9,272,21,中度污染,139,2016-04-02,株洲,33,161
139,2019-01-20 10:52:23.781000,api,1.1,218,49,中度污染,130,2016-03-02,株洲,84,185
170,2019-01-20 10:52:23.795000,api,1.4,227,47,重度污染,80,2016-02-02,株洲,78,220
36,2019-01-20 10:52:23.811000,api,0.7,63,14,轻度污染,174,2018-06-04,株洲,6,113
36,2019-01-20 10:52:23.822000,api,0.8,64,42,良,131,2018-05-04,株洲,12,76
34,2019-01-20 10:52:23.839000,api,0.8,76,34,轻度污染,162,2018-05-05,株洲,14,102
42,2019-01-20 10:52:23.846000,api,0.8,88,29,良,124,2018-04-04,株洲,12,70
36,2019-01-20 10:52:23.853000,api,0.6,68,26,良,84,2018-04-05,株洲,8,59
153,2019-01-20 10:52:23.858000,api,1.2,220,52,重度污染,57,2015-11-01,株洲,79,203
76,2019-01-20 10:52:23.869000,api,1,130,28,轻度污染,86,2017-02-06,株洲,38,102
47,2019-01-20 10:52:23.877000,api,0.7,88,24,良,64,2017-02-07,株洲,36,68
88,2019-01-20 10:52:23.883000,api,1.2,130,31,轻度污染,77,2017-01-05,株洲,18,117
56,2019-01-20 10:52:23.888000,api,0.9,93,36,良,63,2017-01-06,株洲,27,77
167,2019-01-20 10:52:23.896000,api,1.4,276,49,重度污染,38,2016-12-05,株洲,60,217
77,2019-01-20 10:52:23.902000,api,0.9,137,37,轻度污染,58,2016-12-06,株洲,34,103
95,2019-01-20 10:52:23.907000,api,1.3,174,42,轻度污染,81,2016-11-05,株洲,38,125
159,2019-01-20 10:52:23.913000,api,1,242,25,重度污染,94,2016-11-06,株洲,18,209
22,2019-01-20 10:52:23.919000,api,0.4,66,21,良,85,2016-10-06,株洲,19,58
32,2019-01-20 10:52:23.925000,api,0.5,74,21,良,94,2016-10-07,株洲,23,62
224,2019-01-20 10:52:23.931000,api,2,285,59,重度污染,109,2016-01-02,株洲,75,274
84,2019-01-20 10:52:23.937000,api,1,175,41,轻度污染,208,2016-09-06,株洲,37,144
56,2019-01-20 10:52:23.951000,api,0.7,105,28,良,120,2016-09-07,株洲,21,78
104,2019-01-20 10:52:23.957000,api,1,228,45,轻度污染,98,2017-11-08,株洲,29,141
37,2019-01-20 10:52:23.964000,api,0.6,119,26,良,104,2017-11-09,株洲,19,85
73,2019-01-20 10:52:23.969000,api,0.9,135,30,良,132,2017-10-07,株洲,22,98
48,2019-01-20 10:52:23.975000,api,0.7,102,24,轻度污染,163,2017-10-08,株洲,19,102
43,2019-01-20 10:52:23.982000,api,0.9,91,15,良,131,2017-09-07,株洲,18,75
42,2019-01-20 10:52:23.987000,api,0.9,95,18,良,150,2017-09-08,株洲,21,91
39,2019-01-20 10:52:23.993000,api,0.7,78,11,良,146,2017-08-08,株洲,20,88
37,2019-01-20 10:52:23.999000,api,0.6,82,11,轻度污染,181,2017-08-09,株洲,19,119
14,2019-01-20 10:52:24.005000,api,0.5,36,8,良,109,2017-07-07,株洲,26,57
27,2019-01-20 10:52:24.012000,api,0.5,61,10,良,121,2017-07-08,株洲,25,67
47,2019-01-20 10:52:24.018000,api,0.8,103,21,轻度污染,165,2017-06-07,株洲,17,104
50,2019-01-20 10:52:24.024000,api,0.8,132,31,良,146,2017-06-08,株洲,22,91
60,2019-01-20 10:52:24.031000,api,0.8,94,44,良,66,2018-02-04,株洲,12,82
52,2019-01-20 10:52:24.036000,api,0.8,78,38,良,82,2018-02-05,株洲,9,72
0,2019-01-20 10:52:24.042000,api,0.6,0,25,轻度污染,118,2017-05-08,株洲,31,108
33,2019-01-20 10:52:24.048000,api,0.6,79,16,轻度污染,162,2017-05-09,株洲,29,101
132,2019-01-20 10:52:24.053000,api,1.2,210,32,中度污染,85,2017-04-08,株洲,27,187
68,2019-01-20 10:52:24.058000,api,0.9,122,51,良,42,2018-12-10,株洲,17,92
103,2019-01-20 10:52:24.082000,api,1,144,54,轻度污染,60,2018-12-11,株洲,15,135
71,2019-01-20 10:52:24.088000,api,0.9,133,46,良,88,2018-11-10,株洲,25,95
58,2019-01-20 10:52:24.094000,api,0.7,104,41,良,83,2018-11-11,株洲,17,79
22,2019-01-20 10:52:24.100000,api,0.9,40,31,优,73,2018-07-06,株洲,7,42
24,2019-01-20 10:52:24.105000,api,1,42,33,优,36,2018-07-07,株洲,5,44
46,2019-01-20 10:52:24.113000,api,0.9,86,41,良,94,2019-01-10,株洲,7,68
53,2019-01-20 10:52:24.118000,api,0.9,92,50,良,62,2019-01-11,株洲,9,73
24,2019-01-20 10:52:24.124000,api,1,51,32,良,21,2018-12-10,株洲,8,51
19,2019-01-20 10:52:24.130000,api,0.9,36,24,优,34,2018-12-11,株洲,6,36
32,2019-01-20 10:52:24.137000,api,0.9,64,38,良,56,2018-11-10,株洲,10,57
46,2019-01-20 10:52:24.142000,api,0.9,83,36,良,115,2018-11-11,株洲,14,67
35,2019-01-20 10:52:24.149000,api,0.6,70,20,良,131,2018-10-10,株洲,9,76
16,2019-01-20 10:52:24.155000,api,0.9,24,20,优,69,2018-10-11,株洲,4,35
16,2019-01-20 10:52:24.161000,api,0.9,22,24,优,50,2018-09-09,株洲,4,30
22,2019-01-20 10:52:24.167000,api,0.6,37,25,良,118,2018-09-10,株洲,6,65
32,2019-01-20 10:52:24.173000,api,0.6,60,16,良,128,2018-08-09,株洲,8,74
32,2019-01-20 10:52:24.180000,api,0.6,56,14,良,142,2018-08-10,株洲,6,85
32,2019-01-20 10:52:24.187000,api,0.6,63,16,良,160,2018-06-10,株洲,8,100
39,2019-01-20 10:52:24.192000,api,0.9,84,28,中度污染,225,2018-06-11,株洲,16,160
48,2019-01-20 10:52:24.198000,api,0.5,99,25,轻度污染,167,2018-05-10,株洲,10,107
44,2019-01-20 10:52:24.212000,api,0.5,77,23,良,114,2018-05-11,株洲,6,64
60,2019-01-20 10:52:24.218000,api,0.7,183,37,轻度污染,134,2018-04-10,株洲,35,117
46,2019-01-20 10:52:24.225000,api,0.5,188,26,轻度污染,106,2018-04-11,株洲,28,119
72,2019-01-20 10:52:24.231000,api,1,127,39,良,117,2018-03-09,株洲,24,97
99,2019-01-20 10:52:24.236000,api,1.2,176,49,轻度污染,125,2018-03-10,株洲,27,130
0,2019-01-20 10:52:24.242000,api,0.7,0,41,无,69,2018-02-10,株洲,26,0
0,2019-01-20 10:52:24.249000,api,0.9,0,38,无,86,2018-02-11,株洲,30,0
37,2019-01-20 10:52:24.259000,api,0.8,99,34,良,69,2018-01-10,株洲,39,75
37,2019-01-20 10:52:24.265000,api,0.7,84,34,良,74,2018-01-11,株洲,34,67
40,2019-01-20 10:52:24.271000,api,0.5,106,49,良,106,2018-10-11,株洲,24,78
58,2019-01-20 10:52:24.277000,api,0.5,141,51,良,140,2018-10-12,株洲,18,96
30,2019-01-20 10:52:24.283000,api,0.5,74,28,良,148,2018-09-11,株洲,12,90
34,2019-01-20 10:52:24.289000,api,0.5,83,28,良,114,2018-09-12,株洲,14,70
25,2019-01-20 10:52:24.295000,api,0.5,62,20,良,148,2018-08-12,株洲,17,90
14,2019-01-20 10:52:24.301000,api,0.3,34,17,优,46,2018-08-13,株洲,11,36
